Name;Start Time(ns);Duration(ns);GridX;GridY;GridZ;BlockX;BlockY;BlockZ;Registers/Thread;Static Shared Memory;Dynamic Shared Memory;Achieved Occupancy;L2 Throughput (L1 Reads)(bytes/sec);Local Memory Overhead(%);L2 Throughput (Texture Reads)(bytes/sec);Global Memory Load Efficiency(%);Shared Memory Efficiency(%);Global Memory Store Efficiency(%);Global Store Throughput(bytes/sec);Device Memory Write Throughput(bytes/sec);Global Load Throughput(bytes/sec);Device Memory Read Throughput(bytes/sec);Texture Cache Throughput(bytes/sec);Global Store Transactions;Control-Flow Instructions;System Memory Read Transactions;Bit-Convert Instructions;Shared Store Transactions;Misc Instructions;Global Load Transactions;Load/Store Instructions;Local Store Transactions;FP Instructions(Single);Shared Load Transactions;Integer Instructions;FP Instructions(Double);Local Load Transactions;Issue Slot Utilization(%);L2 Throughput (L1 Writes)(bytes/sec);Issued Control-Flow Instructions;L2 Transactions (Atomic requests);System Memory Write Throughput(bytes/sec);L2 Write Transactions (L1 write requests);System Memory Read Throughput(bytes/sec);L2 Transactions (Texture Reads);L2 Throughput (Writes)(bytes/sec);Atomic Throughput(bytes/sec);L2 Throughput (Reads)(bytes/sec);L2 Read Transactions (L1 read requests);Shared Memory Store Throughput(bytes/sec);Shared Memory Load Throughput(bytes/sec);Local Memory Store Throughput(bytes/sec);Local Memory Load Throughput(bytes/sec);L2 Write Transactions;L2 Read Transactions;Device Memory Write Transactions;Device Memory Read Transactions;Texture Cache Transactions;System Memory Write Transactions;Issued Load/Store Instructions;Floating Point Operations(Single Precision Add);Floating Point Operations(Single Precision FMA);Floating Point Operation(Single Precision Mul);Floating Point Operations(Double Precision Add);Floating Point Operations(Double Precision FMA);Floating Point Operations(Double Precision Mul);L1/Shared Memory Utilization;Floating Point Operations(Single Precision Special);Texture Cache Utilization;L2 Cache Utilization;System Memory Utilization;Device Memory Utilization;Load/Store Function Unit Utilization;Arithmetic Function Unit Utilization;Atomic Transactions;Control-Flow Function Unit Utilization;Texture Function Unit Utilization;Inter-Thread Instructions;Instructions Executed;Issue Slots;System Memory Write Utilization;L2 Throughput (Atomic requests)(bytes/sec);System Memory Read Utilization
"kernel_conv_sh_float_float(unsigned char*, unsigned char*, int, int)";106910240;73817658;312;234;1;16;16;1;47;1200;0;0;574;2303361957;0;0;51;724;12;451;25;3049968937;1661057882;2303361957;1495834956;0;4380480;19858176;0;1633042944;2920320;11625209856;4334850;1633042944;0;6335926272;43804800;1043138304;0;0;79;23;3049968937;2178348;0;4786;7008768;0;0;3049974159;0;2303544727;5293080;10166563124;152498446869;0;0;7008780;5293500;3817078;3437399;0;11;55949355;0;0;0;0;0;0;Low (3);0;Idle;Low (1);Low (1);Low (1);Mid (4);High (8);0;Low (1);Idle;0;699124608;517539935;Low (1);0;Idle
